"","accelerometer_x","accelerometer_y","accelerometer_z","gyroscope_x","gyroscope_y","gyroscope_z","linear_acc_x","linear_acc_y","linear_acc_z","gravity_x","gravity_y","gravity_z","orientation_z","orientation_x","orientation_y","activity"
"2399",0.3639,-13.7431,3.5675,0.1857,-9.1161,3.6101,0.1133,-4.6638,-0.1302,-0.4644,-0.1921,0.4304,282.04,67.53,-4.31,"picking"
"2400",0.8021,-10.4151,2.8707,-0.174,-9.3157,3.059,1.0228,-1.0755,-0.1114,-0.7961,-0.1707,0.53,298.32,69.34,-1.31,"picking"
"2401",0.7757,-10.1565,2.4278,-0.5887,-9.4978,2.3695,1.4012,-0.6432,0.1307,-0.8199,-0.3283,0.5502,290.19,75.58,13.95,"picking"
"2402",0.1221,-10.1829,1.3671,-0.7743,-9.6485,1.5735,0.8658,-0.5532,-0.3317,-0.7277,-0.5164,0.4567,272.73,77.77,20.23,"picking"
"2403",0.1125,-9.6513,1.0655,-0.9651,-9.71,0.9769,1.0944,0.0626,0.1461,-0.7283,-0.6777,0.4549,244.52,81.35,37.91,"picking"
"2404",-0.249,-9.7255,0.7374,-1.1288,-9.7285,0.5016,0.8829,0.108,0.2414,-0.787,-1.054,0.4585,230.81,82.41,51.32,"picking"
"2405",-0.8787,-7.4342,0.8308,-1.382,-9.7078,-0.1351,0.4561,2.281,0.8764,-0.7637,-1.3948,0.2973,179.85,82.3,90.08,"picking"
"2406",-2.5858,-6.4047,0.8739,-1.5807,-9.6582,-0.6253,-0.9851,3.2474,1.5405,-0.713,-1.4205,0.1152,164.82,81.28,101.29,"picking"
"2407",-1.8173,-9.0432,1.0583,-1.7412,-9.617,-0.8075,-0.0717,0.5733,1.862,-0.2604,-1.5567,-0.0534,152.57,78.71,114.88,"picking"
"2408",-3.2107,-9.2634,0.8069,-1.823,-9.6246,-0.4626,-1.423,0.3645,1.3332,-0.2616,-1.7669,-0.0705,188.49,78.93,110.42,"picking"
"2409",-3.771,-9.467,1.154,-1.9541,-9.6071,-0.2345,-1.828,0.1421,1.4016,-0.4058,-1.2586,-0.2067,225.89,78.42,96.84,"picking"
"2410",-3.6106,-9.1437,1.1636,-2.1761,-9.5594,-0.2312,-1.5303,0.3376,1.2955,-0.6324,-0.8726,-0.0436,251.75,77.62,95.29,"picking"
"2411",-2.4302,-11.4111,0.3137,-2.0919,-9.5662,-0.5309,-0.3076,-1.8501,0.8151,-0.6599,-0.8823,-0.4254,273.07,76.87,101.2,"picking"
"2412",-2.4206,-8.629,-2.3655,-1.774,-9.6232,-0.6456,-0.6086,0.9857,-1.699,0.0133,-1.3564,-0.6209,245.55,78.16,110.24,"picking"
"2413",-2.2626,-10.3648,-1.4366,-1.2565,-9.7184,-0.3789,-1.0629,-0.6369,-1.1219,0.5551,-1.36,-0.7064,232.7,82.31,106.78,"picking"
"2414",-1.2738,-8.8828,0.6297,-1.0277,-9.7524,-0.0693,-0.2523,0.8705,0.6349,0.5246,-1.6172,-0.2104,234.11,83.84,98.55,"picking"
"2415",-1.3216,-9.8572,0.2538,-0.778,-9.7501,0.7069,-0.4607,-0.1611,-0.4708,0.1886,-1.316,-0.0296,289.92,84.04,53.98,"picking"
"2416",-1.0128,-9.8213,1.9058,-0.9512,-9.7439,0.5676,-0.084,-0.077,1.3097,-0.3948,-1.17,0.2802,316.66,83.57,52.81,"picking"
"2417",0.0383,-12.1533,1.9872,-0.9994,-9.6975,1.063,1.0377,-2.4558,0.9243,0.7482,-0.8017,0.2215,347.51,83.22,59.25,"picking"
"2418",-1.19,-8.0567,-1.5706,-0.7999,-9.7644,0.4325,-0.3901,1.7077,-2.0031,-1.0423,-0.5341,-0.0381,321.31,83.51,46.53,"picking"
"2419",-2.6313,-9.4334,1.2235,-1.1683,-9.7218,-0.541,-1.9586,0.3937,1.3981,-0.6703,-0.3888,0.249,26.51,85.05,84.45,"picking"
"2420",-2.7798,-8.2243,-0.6488,-1.5564,-9.637,-0.9364,-1.2234,1.4126,0.2875,-0.4754,0.442,0.2362,354.32,79.33,121.03,"picking"
"2421",-2.4446,-10.5564,0.3855,-1.8236,-9.4991,-1.6163,-0.621,-1.0573,2.0018,-0.6892,0.6955,0.1885,352.52,76.53,128.63,"picking"
"2422",-0.0311,-9.103,-0.6632,-1.8807,-9.4865,-1.6243,2.1608,0.836,1.4232,0.0579,-0.0961,-0.1242,359,75.32,130.82,"picking"
"2423",-4.3624,-7.1349,-3.5004,-1.6005,-9.6486,-0.716,-2.7619,2.5137,-2.7845,1.0731,-0.0204,-0.255,332.1,76.68,129.15,"picking"
"2424",-0.0838,-11.4207,-2.9976,-1.6768,-9.6619,0.0794,1.593,-1.7588,-3.0771,1.3126,-0.4553,-0.2049,341.01,80.14,87.29,"picking"
"2425",-0.7494,-8.1429,-0.4334,-1.2745,-9.7208,0.2271,0.8962,1.9035,-0.4761,0.4158,-0.4963,-0.39,48.18,81.35,83.22,"picking"
"2426",-0.4046,-9.1222,0.9505,-1.3535,-9.7101,0.229,0.9489,0.5879,0.7216,-0.5878,-0.6435,0.5831,64.69,82.62,73.81,"picking"
"2427",-0.0718,-8.7822,4.2546,-1.4868,-9.6844,0.4136,1.7089,0.4828,3.5092,0.8282,-0.2397,-0.0546,56.06,81.21,85.54,"picking"
"2428",-3.3065,-9.1054,-3.6393,-1.1853,-9.689,0.9431,-2.1457,0.5944,-4.4973,-0.8523,0.2081,-0.2715,85.92,81.11,51.49,"picking"
"2429",-4.1636,-10.0416,0.4046,-1.3037,-9.7187,-0.13,-3.6437,0.2279,-1.8217,-0.5786,0.4695,0.1189,50.08,83.36,81.24,"picking"
"2430",-1.5395,-8.2507,-0.8859,-1.7692,-9.6241,-0.6448,0.2309,0.441,-0.2535,-0.3471,1.1903,0.2966,27.51,78.93,110.03,"picking"
"2431",-0.7111,-10.5109,0.3041,-1.8841,-9.5566,-1.1368,0.9948,-0.7295,1.6339,-0.4821,1.0144,0.2142,23.53,77.52,117.77,"picking"
"2432",-0.0287,-9.5532,-0.4166,-1.6636,-9.5827,-1.2551,1.907,-0.2821,1.3481,-0.0722,0.8886,-0.0088,59.89,77.09,126.22,"picking"
"2433",-3.4023,-8.4829,-3.4334,-1.4539,-9.6779,-0.6274,-1.0286,-0.4239,-2.0694,1.4348,0.2777,0.1635,129.28,79.73,123.62,"picking"
"2434",1.7335,-13.4247,-2.4398,-1.4856,-9.6846,0.4136,3.1755,-3.7373,-2.9341,1.0041,-0.5476,-0.2776,137.26,80.87,101.42,"picking"
"2435",-1.4557,-6.862,1.6664,-1.0126,-9.742,0.4878,-0.6604,2.7722,0.9163,0.4446,-0.7699,-0.3173,156.92,82.33,67.66,"picking"
"2436",-0.8619,-8.3704,0.0551,-1.022,-9.723,0.7675,0.0273,1.0107,-1.2579,-0.1376,-0.437,0.3254,162.03,82.66,46.73,"picking"
"2437",-1.3791,-10.1254,1.3288,-1.4637,-9.6708,0.7098,-0.1107,0.0724,1.388,0.3572,-0.2421,0.3999,144.97,82.28,62.27,"picking"
"2438",-3.8787,-13.305,-3.9577,-1.3858,-9.6094,1.3818,-2.5122,-3.7066,-5.432,0.8642,-0.2024,-0.5854,143.64,79.76,58.27,"picking"
"2439",-3.1317,-7.5444,0.2777,-0.8419,-9.6967,1.1982,-2.7272,1.9909,-0.9302,-0.3288,0.0547,-0.1151,175.09,79.69,33.33,"picking"
"2440",-1.6137,-7.7431,1.1014,-1.383,-9.6863,0.6573,-0.3948,1.8267,0.4404,0.0542,0.3644,-0.0051,132.81,81.94,53,"picking"
"2441",-1.8101,-7.4941,1.9609,-1.572,-9.6589,0.6367,-0.9563,0.8109,-0.592,-0.0368,0.5404,-0.0522,109.44,80.22,65.77,"picking"
"2442",-2.1548,-7.1278,1.4533,-1.5193,-9.6606,0.7312,-0.8298,1.0561,1.2042,0.3248,0.7682,-0.3203,109.29,79.78,68.9,"picking"
"2443",-0.0862,-7.9011,3.1676,-1.2339,-9.6967,0.7887,1.5691,2.2409,1.6941,0.2863,0.6112,-0.277,146.94,81.41,57.41,"picking"
"2444",-0.4477,-12.4885,2.3655,-0.8699,-9.6804,1.3049,0.4222,-2.8081,1.0606,0.323,0.2606,-0.3741,174.76,81.01,39.9,"picking"
"2445",0.9362,-17.2986,2.016,-0.69,-9.6665,1.5007,1.6261,-7.6321,0.5153,-0.0906,0.1262,-0.2073,192.44,80.3,24.69,"picking"
"2446",0.3879,-15.6586,1.6066,-0.7054,-9.7377,0.9213,1.1938,-6.5481,0.6565,-0.7662,-0.0137,0.1952,180.01,82.24,29.05,"picking"
"2447",-0.3687,-10.9227,1.5826,-1.019,-9.7531,0.0925,0.758,-1.5598,1.6577,-0.9549,-0.3087,0.4457,143.98,84.39,67.91,"picking"
"2448",-0.0575,-10.1326,1.2211,-1.5104,-9.6703,-0.6121,1.3159,-0.0205,1.521,-0.8199,-0.335,0.4744,88.75,81.38,107.78,"picking"
"2449",-0.3136,-7.348,0.7829,-1.6305,-9.6258,-0.9246,1.0733,1.5822,1.6181,-0.7711,-0.3411,0.2722,91.24,79.88,114.95,"picking"
"2450",0.0958,-5.4613,0.7518,-1.5277,-9.6266,-1.0793,1.7722,4.1347,1.8326,0.1367,-1.0149,-0.434,83.81,78.45,125.15,"picking"
"2451",-1.2618,-8.6697,-0.6967,-1.2535,-9.7055,-0.6342,-0.4286,0.703,-0.0378,0.5411,-0.6136,-0.3277,79.41,79.84,124.18,"picking"
"2452",-0.5148,-7.3408,0.1173,-1.1237,-9.737,-0.3123,0.9835,2.2421,0.3923,0.1122,-0.649,-0.1077,84.8,83.17,105.53,"picking"
"2453",-0.6848,-10.2834,0.522,-1.2101,-9.731,-0.1168,0.3504,-0.4256,0.3264,0.0414,-0.6239,0.2417,92.2,83.5,100.43,"picking"
"2454",0.0287,-10.3959,2.7845,-1.2811,-9.7165,0.3443,1.1691,-0.871,2.1872,0.6504,-0.6911,0.078,93.32,82.23,74.96,"picking"
"2455",-5.1094,-9.7878,-2.0687,-1.1793,-9.7168,0.6027,-3.93,-0.0657,-2.5789,-1.0185,-0.5506,0.0321,123.09,81.38,57.57,"picking"
"2456",-2.8827,-10.0583,-0.17,-1.3227,-9.7161,-0.1326,-1.2643,3.7978,-2.0991,-0.2347,-0.3484,0.0138,70.27,82.49,90.69,"picking"
"2457",-1.9394,-7.6904,-0.9577,-1.5414,-9.668,-0.5694,-0.6761,1.8635,0.0707,-0.484,0.8336,0.2026,64.83,81.5,101.24,"picking"
"2458",-1.9968,-10.5827,-0.7853,-1.7065,-9.6124,-0.9275,-0.27,-0.9793,0.196,-0.578,0.676,0.2844,51.78,79.13,116.84,"picking"
"2459",0.1724,-9.6106,-0.4765,-1.7813,-9.5653,-1.2254,2.2384,0.9735,1.2659,0.0231,0.5159,0.0309,53.47,76.92,124.09,"picking"
"2460",-3.7614,-10.2044,-2.241,-1.4619,-9.6767,-0.6273,-2.3043,-0.52,-1.7325,1.1299,-9e-04,-0.1762,98.44,79.44,121.96,"picking"
"2461",0.5052,-12.1845,-2.7486,-1.5376,-9.6744,0.4596,2.497,-2.6884,-4.1539,0.7781,-0.7638,-0.2495,157.61,80.86,87.65,"picking"
"2462",-1.6688,-7.1086,0.4741,-0.9304,-9.7348,0.7339,-0.7342,2.8812,0.4726,0.5533,-0.7522,-0.3551,166.79,82.84,61.86,"picking"
"2463",-0.9793,-8.7152,0.4214,-1.0355,-9.6993,1.0108,0.431,1.1253,-0.2544,-0.1315,-0.696,0.6699,197.57,82.71,43.72,"picking"
"2464",-0.5914,-9.6848,1.3552,-1.4432,-9.6558,0.9231,1.0232,0.3298,0.5741,0.3431,-0.7498,0.103,187.71,79.94,57.4,"picking"
"2465",-1.7574,-7.5372,-0.6058,-0.6972,-9.7107,1.1776,-3.4204,1.7044,-4.0366,-0.9959,-0.2476,-0.9202,271.71,78.38,38.5,"picking"
"2466",-4.6353,-10.2666,0.8093,-1.0985,-9.716,0.7497,-2.6069,-0.081,-0.6032,0.1287,-0.2012,0.056,37.63,82.21,55.69,"picking"
"2467",-2.9019,-8.3728,0.3831,-1.5863,-9.6576,0.6209,-1.2795,1.7091,0.0162,-0.1003,0.125,-0.0204,19.6,80.33,66.33,"picking"
"2468",-2.4924,-4.6904,2.1046,-1.6322,-9.6634,0.3525,-0.8843,4.9769,1.7459,0.1391,0.5807,-0.2812,15.24,80.2,77.81,"picking"
"2469",-0.5459,-9.5292,1.269,-1.4489,-9.6899,0.4213,0.987,2.3293,0.2242,0.2643,0.7817,-0.1212,34.09,80.64,74.23,"picking"
"2470",-1.0535,-12.5005,1.0559,-1.1296,-9.7284,0.5026,-0.3276,-3.0696,0.7402,0.232,0.7462,-0.4529,66.36,82.76,66.02,"picking"
"2471",-0.9314,-15.23,-0.0192,-0.7281,-9.7587,0.639,-0.2474,-5.4696,-0.6808,0.2888,0.5306,-0.4785,161.97,84.03,55.6,"picking"
"2472",0.6321,-16.8629,0.8859,-0.5571,-9.7773,0.514,0.2752,-6.7095,0.3184,-0.305,0.618,0.056,189.44,85.36,41.92,"picking"
"2473",0.0455,-12.6274,0.8045,-0.737,-9.7789,0.0239,0.7025,-2.6932,0.8665,-0.4772,0.4976,0.3553,207.06,85.95,57.85,"picking"
"2474",-0.2729,-10.1374,0.6824,-1.1369,-9.7326,-0.3918,0.9799,-0.0039,1.0896,-0.3337,0.5727,0.5776,137.63,82.96,109.02,"picking"
"2475",-0.1987,-8.7918,0.2299,-1.5926,-9.6573,-0.6088,1.3361,0.5431,0.8885,-0.2353,0.7591,0.6479,149.88,81.25,110.54,"picking"
"2476",-0.0072,-8.3871,0.0455,-1.7937,-9.6108,-0.7649,1.6002,1.284,0.7502,-0.129,0.9765,0.4488,161.06,79.02,112.53,"picking"
"2477",-0.2945,-7.1589,-0.0407,-1.9421,-9.5612,-0.9911,1.7561,2.2653,0.9787,-0.0368,0.9051,0.2734,166.59,77.7,115.68,"picking"
"2478",-1.3576,-7.3073,-0.8476,-2.069,-9.5362,-0.9751,0.4232,1.7651,-0.0079,0.5478,1.0303,0.147,174.34,76.44,117.32,"picking"
"2479",-1.0822,-9.7327,-0.0718,-2.0034,-9.5682,-0.7786,0.8486,-0.16,0.5065,0.3163,1.3388,-0.0076,190.09,77.01,112.12,"picking"
"2480",-1.9058,-10.3481,-0.316,-1.8601,-9.6,-0.7418,-0.0457,-0.7481,0.4257,0.0884,1.3614,0.0413,188.75,78.22,111.74,"picking"
"2481",-1.0966,-9.1796,0.5148,-1.8459,-9.5964,-0.8192,0.7494,0.4168,1.334,0.108,1.2905,0.1018,191.86,78.03,113.7,"picking"
"2482",-1.0152,-10.0655,0.8188,-1.6501,-9.619,-0.9602,0.6349,-0.4465,1.7791,-0.2097,1.343,0.0621,192.54,78.57,115.6,"picking"
"2483",-0.261,-9.8213,0.4214,-1.4385,-9.6548,-0.9416,1.1776,-0.1666,1.363,-0.1003,0.9753,-0.0699,193.1,79.9,123.21,"picking"
"2484",-1.6425,-11.0065,-2.2626,-1.3832,-9.6866,-0.6539,-0.2593,-1.3199,-1.6086,0.5985,0.0468,0.1879,200.57,80.89,120.57,"picking"
"2485",0.9098,-10.5947,-0.8859,-1.3996,-9.706,0.0653,2.3094,-0.8886,-0.9511,1.0169,-0.0968,-0.0173,213.04,81.22,108.28,"picking"
"2486",-1.609,-7.6569,0.6656,-1.0057,-9.7528,0.2034,-0.6033,2.0959,0.4622,0.1049,0.2142,-0.1621,236.92,83.36,75.62,"picking"
"2487",-0.1772,-10.1374,0.2562,-0.904,-9.74,0.6961,0.7268,-0.3973,-0.44,0.4305,0.1128,-0.0222,252.74,83.79,62.45,"picking"
"2488",0.4645,-8.6481,3.2011,-1.1229,-9.732,0.4454,1.5874,1.0838,2.7558,-0.5554,-0.3808,0.4433,247.99,82.94,62.37,"picking"
"2489",-2.1309,-19.1757,-4.3336,-0.8683,-9.702,1.1342,-1.2626,-9.4737,-5.4679,0.9888,-0.1817,-0.2012,264.02,82.55,50.27,"picking"
"2490",-0.7374,-10.281,-1.5204,-0.7183,-9.7661,0.5271,-0.0192,-0.5149,-2.0474,-0.4968,0.7884,-0.1597,277.73,82.44,34.45,"picking"
"2491",-1.2426,-8.7966,0.8021,-1.1203,-9.7331,-0.4264,-1.8999,0.1704,2.6157,-0.1981,0.8702,0.2637,200.38,84.19,109.92,"picking"
"2492",-1.8244,-7.7239,-0.4693,-1.23,-9.7127,-0.5666,-0.5932,1.9874,0.1179,-0.0148,0.9997,-0.007,205.34,82.45,111.28,"picking"
"2493",-0.8811,-8.9426,-0.8069,-1.1574,-9.7072,-0.7756,0.2504,0.7647,0.0038,-0.3148,0.6051,-0.2116,201.04,81.81,119.69,"picking"
"2494",-2.9617,-11.9283,-1.3264,-0.8641,-9.7303,-0.8629,-1.7867,0.3812,-0.885,0.4806,0.8024,-0.1652,188.49,81.91,133.41,"picking"
"2495",1.5108,-11.0687,-5.3201,-1.1967,-9.7332,0.0601,1.9811,-1.9056,-5.5723,1.4415,-0.2574,-0.4437,227.24,82.41,103.77,"picking"
"2496",-1.1708,-8.3345,1.1301,-0.6317,-9.7858,0.0952,-0.3053,2.074,0.429,-0.327,-0.1291,-0.5409,258.23,84,76.99,"picking"
"2497",1.6018,-6.6704,0.2658,-0.414,-9.7979,-0.0173,1.9995,3.1281,0.2949,-0.1877,-0.2153,-0.0247,234.71,87.68,92.34,"picking"
"2498",-0.9314,-10.0176,1.6497,-0.4564,-9.7943,0.1839,-0.3929,-0.7493,0.4296,0.1978,-0.4981,-0.1566,240.72,87.38,85.65,"picking"
"2499",-1.2331,-11.89,0.7542,-0.2708,-9.7961,0.3639,-1.1064,-1.9862,-0.0774,0.2136,-0.1725,-0.1762,268.63,87.49,58.37,"picking"
"2500",-0.7805,-11.9163,0.7997,-0.0081,-9.7898,0.5751,-0.7515,-2.1257,0.2406,0.2045,-0.2592,-0.2183,320.11,86.91,7.94,"picking"
"2501",-0.1915,-13.7168,1.3169,0.0957,-9.7746,0.7862,-0.6002,-3.5358,0.2431,0.2155,-0.3252,-0.0436,328.15,86.26,-3.45,"picking"
"2502",-1.0607,-14.3297,0.8188,0.0392,-9.7699,0.8467,-1.0551,-4.5576,-0.0032,-0.0869,-0.2904,0.2349,327.41,85.04,-2.65,"picking"
"2503",-1.1277,-11.799,0.85,-0.3804,-9.7832,0.5602,-0.8062,-1.8693,0.2867,-0.2647,-0.2562,0.4878,314.7,85.73,9.21,"picking"
"2504",-0.3017,-10.2499,1.0487,-0.8749,-9.7623,0.3207,0.5242,-0.6394,0.757,-0.2885,-0.1633,0.5721,279.55,85.76,48.58,"picking"
"2505",-1.0295,-9.5125,0.6872,-1.2845,-9.7212,0.1362,0.4591,0.2617,0.5615,-0.3312,-0.2568,0.5349,244.98,82.43,83.95,"picking"
"2506",-1.1229,-9.2347,0.2346,-1.6507,-9.6667,-0.0198,0.5972,0.2828,0.1775,-0.3129,-0.2996,0.4555,239.59,80.31,90.69,"picking"
"2507",-0.6656,-8.0304,0.2203,-1.9708,-9.6005,-0.3414,1.3051,1.5701,0.5617,-0.498,-0.3735,0.3174,236.53,79.47,93.45,"picking"
"2508",-1.4725,-7.1828,0.316,-2.1687,-9.5405,-0.6673,1.1512,2.4654,0.8468,-0.4858,-0.9013,0.183,215.05,76.62,107.1,"picking"
"2509",-2.7438,-8.9498,-0.2442,-2.4216,-9.4761,-0.7138,-0.2145,0.7466,0.4863,-0.3618,-1.2934,0.0211,212.06,75.6,108.09,"picking"
"2510",-2.4685,-8.8588,0.34,-2.5058,-9.4432,-0.8463,-0.0561,0.5796,1.0953,-0.5689,-1.1413,-0.0778,212.57,74.56,107.8,"picking"
"2511",-2.9952,-9.4191,0.4645,-2.3446,-9.4838,-0.8545,-0.7967,-0.0478,1.5704,-0.3734,-0.7724,-0.5274,208.57,74.69,109.85,"picking"
"2512",-3.5148,-8.5308,0.3304,-2.0302,-9.5638,-0.7633,-1.5037,0.8079,0.8639,-0.1266,-0.1908,-0.6331,209.04,75.91,110.3,"picking"
"2513",-2.083,-11.3872,-2.0208,-1.6572,-9.6635,0.2012,-0.7203,-1.5968,-3.0073,1.2973,-1.0039,-0.5842,233.9,79.27,96.64,"picking"
"2514",-1.0726,-9.0815,0.9601,-1.3275,-9.7042,0.4869,0.9325,-0.8594,-0.2762,0.0951,-1.01,-0.1792,253.22,80.5,74.84,"picking"
"2515",-1.9058,-8.4614,-0.17,-1.3396,-9.69,0.692,-0.3987,1.0299,-1.0488,0.0231,-1.3753,0.2728,256,81.62,64.25,"picking"
"2516",-0.8715,-7.3241,0.7638,-1.6429,-9.6495,0.5989,0.5751,1.9806,0.2415,0.1495,-0.2232,0.348,247.16,79.73,69.97,"picking"
"2517",-3.9434,-15.6633,-3.9577,-1.8056,-9.5752,1.1072,-2.1377,-6.0882,-5.0649,-0.4021,-0.2098,-0.4388,261.79,77.53,58.48,"picking"
"2518",-3.5459,-10.2714,1.3528,-1.5878,-9.6645,0.4965,-1.9581,-0.6069,0.8562,0.2637,0.1855,-0.1927,247.92,80.23,72.63,"picking"
"2519",-0.316,-8.5691,1.1708,-1.7985,-9.6229,0.5796,1.4824,1.0538,0.5912,-0.0875,0.0963,0.1506,250.19,79.14,71.2,"picking"
"2520",-1.4294,-7.4294,0.9649,-1.6474,-9.6395,0.7321,0.218,2.2101,0.2328,0.2234,0.5263,-0.2183,250.85,78.93,70.75,"picking"
"2521",-2.1141,-9.7854,1.4701,-1.3122,-9.6518,1.136,-0.9073,-0.543,0.2311,0.5918,0.6412,-0.4486,262.41,80.05,57.86,"picking"
"2522",-0.5818,-9.7998,0.759,-0.7816,-9.6687,1.4406,0.0466,-0.3274,-0.7056,0.4464,0.88,-0.8414,279.01,79.98,43.71,"picking"
"2523",0.7997,-9.5867,1.3145,-0.2682,-9.6543,1.7008,1.0679,0.0676,-0.3864,0.4696,1.0999,-0.8328,310.24,79.89,8.96,"picking"
"2524",1.6329,-10.3385,2.2554,0.2964,-9.5828,2.0621,1.0899,-0.2505,-0.0509,0.4788,0.9613,-0.7198,322.87,78.56,-3.72,"picking"
"2525",2.6816,-10.3409,3.0024,0.9654,-9.3677,2.7357,1.5965,-1.0426,0.0872,0.6046,0.8085,-0.6838,329.83,76.74,-11.73,"picking"
"2526",3.3759,-10.937,3.8596,1.4008,-9.1379,3.272,1.8865,-2.0745,0.3409,0.4965,0.3663,-0.5292,340.25,70.07,-22.16,"picking"
"2527",2.7438,-14.5093,3.4478,1.6808,-8.9749,3.5773,1.4031,-4.4858,0.1985,-0.1663,-0.0357,-0.0234,343.81,67.61,-23.95,"picking"
"2528",2.3608,-13.9299,3.4262,1.5083,-9.197,3.0513,0.9314,-4.3833,0.315,-0.8468,-0.1151,0.4426,343.44,68.11,-26.13,"picking"
"2529",1.8436,-9.3305,3.091,1.0356,-9.5067,2.1726,0.808,0.1762,0.9184,-1.0789,-0.2788,0.7994,347.41,71.5,-26.34,"picking"
"2530",1.7143,-9.7375,2.2147,0.5516,-9.6722,1.5211,1.1914,0.167,0.8181,-0.7503,-0.5109,0.7322,341.73,80.5,-19.93,"picking"
"2531",0.1293,-9.3353,1.1564,-0.0169,-9.7695,0.8519,0.1653,0.1494,0.4889,-0.6666,-0.4468,0.7542,334.24,82.72,-14.88,"picking"
"2532",-0.1628,-9.8237,0.2059,-0.5042,-9.7839,0.4362,0.3413,-0.0398,-0.2303,-0.575,-0.3038,0.5202,290.03,86.04,31.95,"picking"
"2533",-0.7973,-9.048,0.1915,-0.9171,-9.7636,-0.024,0.1198,0.7157,0.2155,-0.4907,-0.3075,0.4665,230.76,84.63,91.5,"picking"
"2534",0.407,-6.2586,0.7422,-1.279,-9.7106,-0.4875,1.686,3.452,1.2297,-0.1749,-0.6123,0.0437,216.11,83.16,103.99,"picking"
"2535",0.0072,-7.427,0.2203,-1.0864,-9.7441,-0.2069,1.0936,2.317,0.4272,0.4983,-0.9795,-0.4859,211.9,82.66,106.23,"picking"
"2536",0.8141,-9.9291,-0.6728,-0.704,-9.7765,0.3077,1.5181,-0.1526,-0.9805,0.3248,-1.324,-0.1768,249.63,85.51,66.39,"picking"
"2537",-0.0383,-9.2611,-0.0623,-0.4757,-9.7944,0.1121,0.6888,0.5861,-0.2629,-0.4345,-1.8212,0.0382,250.68,86.46,57.38,"picking"
"2538",-1.7215,-9.376,-1.2714,-0.5166,-9.793,0.0133,-1.2048,0.417,-1.2846,0.1746,-1.8512,0.3522,217.96,87.3,85.33,"picking"
"2539",-1.2977,-11.0304,1.087,-1.0466,-9.7484,-0.2089,-0.2822,-1.622,1.0182,-0.7124,-2.2482,0.2722,197.83,84.87,93.78,"picking"
"2540",-2.8612,-9.5651,2.4326,-1.4599,-9.6963,-0.1442,-1.5042,0.2437,2.4163,-0.5603,-2.4975,0.285,184.67,81.4,95.64,"picking"
"2541",-2.0256,-9.522,2.3751,-1.7415,-9.6471,0.2652,-0.2266,0.1586,2.2823,-0.3129,-2.1774,0.1549,185.91,80.13,86.6,"picking"
"2542",-2.2171,-9.431,2.1118,-1.8126,-9.6202,0.579,-0.4045,0.1892,1.5328,-0.5994,-2.2898,-0.0302,182.32,79.22,76.88,"picking"
"2543",-3.8763,-9.1725,2.1572,-1.7324,-9.6287,0.6757,-2.0027,0.3629,1.606,-0.6898,-1.6288,-0.0845,169.65,79.07,68.69,"picking"
"2544",-3.7159,-8.6122,1.8149,-1.9763,-9.5921,0.5065,-1.6797,0.9318,1.5244,-0.8847,-1.5433,-0.0094,123.88,78.72,71.62,"picking"
"2545",-3.6824,-10.0607,1.4007,-1.9796,-9.5907,0.5203,-1.0387,-1.4684,0.3035,-0.1156,-1.1316,-0.2843,323.89,78.35,78.7,"picking"
"2546",0.4022,-8.8277,-2.4062,-1.5328,-9.6336,1.0073,1.5972,0.644,-3.5728,0.0768,-1.7699,-0.5885,322.22,78.17,63.05,"picking"
"2547",-1.4773,-8.9953,-0.2203,-0.7617,-9.7344,0.9113,-0.1529,-0.6136,-1.1627,0.2326,-1.4394,-0.4449,353.03,83.04,39.89,"picking"
"2548",-0.9601,-9.9985,0.2969,-0.5157,-9.7117,1.2596,-0.6715,-0.0847,-0.942,0.4806,-1.4669,0.0266,1.75,83.45,29.03,"picking"
"2549",-0.5555,-8.9282,1.7957,-0.3687,-9.6943,1.4337,-0.5554,0.7161,0.2703,-0.3117,-1.5152,0.3064,16.47,81.64,18.46,"picking"
"2550",-0.4645,-8.1453,2.3703,-0.264,-9.7126,1.3291,0.2436,1.6198,1.5325,0.7054,-1.2446,-0.0601,14.17,82.2,16.8,"picking"
"2551",-1.8125,-11.0759,-2.3153,-0.0026,-9.6892,1.5134,-0.9431,-2.0356,-3.5485,-1.0521,-1.5592,0.0529,20.29,79.51,2.21,"picking"
"2552",-3.862,-8.5739,0.8332,-0.1209,-9.803,0.238,-3.741,1.2291,0.5952,-1.4742,-1.3637,0.1623,16.61,85.9,2.93,"picking"
"2553",-2.1668,-7.7598,-0.9026,-0.6172,-9.7864,-0.1234,-0.2304,1.6674,-0.3555,-0.4846,-0.7919,-0.0564,280.13,86.32,101.31,"picking"
"2554",-1.1133,-6.7064,1.0726,-0.5248,-9.7718,-0.6384,-1.041,3.1779,1.1364,-0.3355,-0.7058,-0.4407,260.85,85.62,117.77,"picking"
"2555",-6.4119,-8.1286,1.4174,-0.2387,-9.7953,-0.4059,-3.3588,0.535,3.9168,1.323,-0.6459,-0.0106,226.23,87.25,149.54,"picking"
"2556",-1.1229,-13.1182,-0.6177,0.0582,-9.7532,1.0209,-0.9058,-3.925,-3.4817,-0.4381,-0.4358,-0.6502,3.83,84.28,7.12,"picking"
"2557",0.3615,-7.1756,-0.1963,0.5276,-9.7635,0.7527,-0.1719,2.589,-0.9294,-0.1706,0.1763,-0.0784,41.23,84.68,-27.37,"picking"
